0	0
150	0.102083415
450	0.147943296
750	0.186759094
1050	0.189977235
1350	0.19792681
1650	0.251300918
1950	0.329945113
2250	0.392883959
2550	0.428065837
2850	0.452403496
3150	0.490230856
3450	0.54426853
3750	0.59476751
4050	0.631154869
4350	0.651580547
4650	0.661079507
4950	0.672463601
5250	0.687501025
5550	0.704640487
5850	0.712749752
6150	0.703793086
6450	0.695526249
6750	0.695132064
7050	0.707249095
7350	0.732571214
7650	0.736275801
7950	0.724399272
8250	0.743422693
8550	0.772333646
8850	0.776718215
9150	0.780597778
9450	0.800112679
9750	0.809585512
10050	0.785415035
10350	0.748370366
10650	0.548523819
10950	
11250	
11550	
11850	
12150	
12450	
12750	
13050	
13350	
13650	
13950	
14250	
14550	
14850	
15150	
15450	
15750	
16050	
16350	
16650	
16950	
17250	
17550	
17850	
18150	
18450	
18750	
19050	
19350	
19650	
19950	
20250	
20550	
20850	
21150	
21450	
21750	
22050	
22350	
22650	
22950	
23250	
23550	
23850	
24150	
24450	
24750	
25050	
25350	
25650	
25950	
26250	
26550	
26850	
27150	
27450	
27750	
28050	
28350	
28650	
28950	
29250	
29550	
29850	
30150	
30450	
30750	
31050	
31350	
31650	
31950	
32250	
32550	
32850	
33150	
33450	
33750	
34050	
34350	
34650	
34950	
35250	
35550	
35850	
36150	
36450	
36750	
37050	
37350	
37650	
37950	
38250	
38550	
38850	
39150	
39450	
39750	
40050	
40350	
40650	
40950	
41250	
41550	
41850	
42150	
42450	
42750	
43050	
43350	
43650	
43950	
44250	
44550	
44850	
45150	
45450	
45750	
46050	
46350	
46650	
46950	
47250	
47550	
47850	
48150	
48450	
48750	
49050	
49350	
49650	
49950	
50250	
50550	
50850	
51150	
51450	
51750	
52050	
52350	
52650	
52950	
53250	
53550	
53850	
54150	
54450	
54750	
55050	
55350	
55650	
55950	
56250	
56550	
56850	
57150	
57450	
57750	
58050	
58350	
58650	
58950	
59250	
59550	
59850	
60150	
60450	
60750	
61050	
61350	
61650	
61950	
62250	
62550	
62850	
63150	
63450	
63750	
64050	
64350	
64650	
64950	
65250	
65550	
65850	
66150	
66450	
66750	
67050	
67350	
67650	
67950	
68250	
68550	
68850	
69150	
69450	
69750	
70050	
70350	
70650	
70950	
71250	
71550	
71850	
72150	
72450	
72750	
73050	
73350	
73650	
73950	
74250	
74550	
74850	
75150	
75450	
75750	
76050	
76350	
76650	
76950	
77250	
77550	
77850	
78150	
78450	
78750	
79050	
79350	
79650	
79950	
80250	
80550	
80850	
81150	
81450	
81750	
82050	
82350	
82650	
82950	
83250	
83550	
83850	
84150	
84450	
84750	
85050	
85350	
85650	
85950	
86250	
86550	
86850	
87150	
87450	
87750	
88050	
88350	
88650	
88950	
89250	
89550	
89850	
90150	
90450	
90750	
91050	
91350	
91650	
91950	
92250	
92550	
92850	
93150	
93450	
93750	
94050	
94350	
94650	
94950	
95250	
95550	
95850	
96150	
96450	
96750	
97050	
97350	
97650	
97950	
98250	
98550	
98850	
99150	
99450	
99750	
100050	
100350	
100650	
100950	
101250	
101550	
101850	
102150	
102450	
102750	
103050	
103350	
103650	
103950	
104250	
104550	
104850	
105150	
105450	
105750	
106050	
106350	
106650	
106950	
107250	
107550	
107850	
108150	
108450	
108750	
109050	
109350	
109650	
109950	
110250	
110550	
110850	
111150	
111450	
111750	
112050	
112350	
112650	
112950	
113250	
113550	
113850	
114150	
114450	
114750	
115050	
115350	
115650	
115950	
116250	
116550	
116850	
117150	
117450	
117750	
118050	
118350	
118650	
118950	
119250	
119550	
119850	
120150	
120450	
120750	
121050	
121350	
121650	
121950	
122250	
122550	
122850	
123150	
123450	
123750	
124050	
124350	
124650	
124950	
125250	
125550	
125850	
126150	
126450	
126750	
127050	
127350	
127650	
127950	
128250	
128550	
128850	
129150	
129450	
129750	
130050	
130350	
130650	
130950	
131250	
131550	
131850	
132150	
132450	
132750	
133050	
133350	
133650	
133950	
134250	
134550	
134850	
135150	
135450	
135750	
136050	
136350	
136650	
136950	
137250	
137550	
137850	
138150	
138450	
138750	
139050	
139350	
139650	
139950	
140250	
140550	
140850	
141150	
141450	
141750	
142050	
142350	
142650	
142950	
143250	
143550	
143850	
144150	
144450	
144750	
145050	
145350	
145650	
145950	
146250	
146550	
146850	
147150	
147450	
147750	
148050	
148350	
148650	
148950	
149250	
149550	
149850	
150150	
150450	
150750	
151050	
151350	
151650	
151950	
152250	
152550	
152850	
153150	
153450	
153750	
154050	
154350	
154650	
154950	
155250	
155550	
155850	
156150	
156450	
156750	
157050	
157350	
157650	
157950	
158250	
158550	
158850	
159150	
159450	
159750	
160050	
160350	
160650	
160950	
161250	
161550	
161850	
162150	
162450	
162750	
163050	
163350	
163650	
163950	
164250	
164550	
164850	
165150	
165450	
165750	
166050	
166350	
166650	
166950	
167250	
167550	
167850	
168150	
168450	
168750	
169050	
169350	
169650	
169950	
170250	
170550	
170850	
171150	
171450	
171750	
172050	
172350	
172650	
172950	
173250	
173550	
173850	
174150	
174450	
174750	
175050	
175350	
175650	
175950	
176250	
176550	
176850	
177150	
177450	
177750	
178050	
178350	
178650	
178950	
179250	
179550	
179850	
180150	
180450	
180750	
181050	
181350	
181650	
181950	
182250	
182550	
182850	
183150	
183450	
183750	
184050	
184350	
184650	
184950	
185250	
185550	
185850	
186150	
186450	
186750	
187050	
187350	
187650	
187950	
188250	
188550	
188850	
189150	
189450	
189750	
190050	
190350	
190650	
190950	
191250	
191550	
191850	
192150	
192450	
192750	
193050	
193350	
193650	
193950	
194250	
194550	
194850	
195150	
195450	
195750	
196050	
196350	
196650	
196950	
197250	
197550	
197850	
198150	
198450	
198750	
199050	
199350	
199650	
199950	
200250	
200550	
200850	
201150	
201450	
201750	
202050	
202350	
202650	
202950	
203250	
203550	
203850	
204150	
204450	
204750	
205050	
205350	
205650	
205950	
206250	
206550	
206850	
207150	
207450	
207750	
208050	
208350	
208650	
208950	
209250	
209550	
209850	
210150	
210450	
210750	
211050	
211350	
211650	
211950	
212250	
212550	
212850	
213150	
213450	
213750	
214050	
214350	
214650	
214950	
215250	
215550	
215850	
216150	
216450	
216750	
217050	
217350	
217650	
217950	
218250	
218550	
218850	
219150	
219450	
219750	
220050	
220350	
220650	
220950	
221250	
221550	
221850	
222150	
222450	
222750	
223050	
223350	
223650	
223950	
224250	
224550	
224850	
225150	
225450	
225750	
226050	
226350	
226650	
226950	
227250	
227550	
227850	
228150	
228450	
228750	
229050	
229350	
229650	
229950	
230250	
230550	
230850	
231150	
231450	
231750	
232050	
232350	
232650	
232950	
233250	
233550	
233850	
234150	
234450	
234750	
235050	
235350	
235650	
235950	
236250	
236550	
236850	
237150	
237450	
237750	
238050	
238350	
238650	
238950	
